,artist_name,track_name,album_name,release_date,artist_popularity,track_popularity,artist_genres,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hit,Dance_miss,Energy_miss,Valence_miss,decade_maker,decades,Spain,variable,value
398,Khalid,Free Spirit,Free Spirit,2019-04-05,85,65,"['pop', 'pop r&b']",2,-9.477,0,0.0332,0.308,0.00077,0.111,139.994,audio_features,2kAIpGWnlFLQh48iut6Zzq,spotify:track:2kAIpGWnlFLQh48iut6Zzq,https://api.spotify.com/v1/tracks/2kAIpGWnlFLQh48iut6Zzq,https://api.spotify.com/v1/audio-analysis/2kAIpGWnlFLQh48iut6Zzq,182080,4,0,1,1,1,2019,2020s,all_popular,danceability,0.627
399,Noah Kahan,Someone Like You (feat. Joy Oladokun),I Was / I Am,2021-09-17,69,68,"['pop', 'pop rock', 'uk pop']",5,-7.492,1,0.0603,0.468,0.0,0.0939,177.913,audio_features,0hiHNxqKGf3GZgVTIOAiiK,spotify:track:0hiHNxqKGf3GZgVTIOAiiK,https://api.spotify.com/v1/tracks/0hiHNxqKGf3GZgVTIOAiiK,https://api.spotify.com/v1/audio-analysis/0hiHNxqKGf3GZgVTIOAiiK,186552,4,0,1,1,1,2021,2020s,all_popular,danceability,0.614
400,Brooks & Dunn,Neon Moon - with Kacey Musgraves,Reboot,2019-04-05,69,67,"['contemporary country', 'country', 'country road', 'country rock']",3,-7.623,1,0.033,0.167,2.33e-05,0.0718,102.881,audio_features,3lVPtkNFoIyPPGVdNri4VH,spotify:track:3lVPtkNFoIyPPGVdNri4VH,https://api.spotify.com/v1/tracks/3lVPtkNFoIyPPGVdNri4VH,https://api.spotify.com/v1/audio-analysis/3lVPtkNFoIyPPGVdNri4VH,278200,4,0,1,1,1,2019,2020s,all_popular,danceability,0.645
401,The Goo Goo Dolls,Iris,Dizzy up the Girl,1998-09-11,70,84,"['neo mellow', 'permanent wave', 'pop rock']",11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3,0,1,1,1,1998,1990s,all_popular,danceability,0.315
402,Five For Fighting,100 Years,The Battle For Everything,2004-02-03,59,56,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",7,-7.459,1,0.0276,0.544,2.17e-05,0.178,120.507,audio_features,0B5KeB25moPkcQUnbDvj3t,spotify:track:0B5KeB25moPkcQUnbDvj3t,https://api.spotify.com/v1/tracks/0B5KeB25moPkcQUnbDvj3t,https://api.spotify.com/v1/audio-analysis/0B5KeB25moPkcQUnbDvj3t,244600,4,0,1,1,1,2004,2000s,all_popular,danceability,0.643
403,John Mayer,Your Body Is a Wonderland,Room For Squares,2001-08-16,77,74,"['neo mellow', 'singer-songwriter']",5,-6.251,1,0.0236,0.0206,0.0489,0.134,94.01,audio_features,7vFv0yFGMJW3qVXbAd9BK9,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/tracks/7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/audio-analysis/7vFv0yFGMJW3qVXbAd9BK9,249627,4,0,1,1,1,2001,2000s,all_popular,danceability,0.647
404,Ryan Hurd,Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),2021-02-12,61,71,"['contemporary country', 'country', 'country pop']",4,-6.395,1,0.0394,0.723,0.0,0.116,131.912,audio_features,1ZIKpMTRPqhwAoVXWY3tXI,spotify:track:1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/tracks/1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/audio-analysis/1ZIKpMTRPqhwAoVXWY3tXI,207974,4,0,1,1,1,2021,2020s,all_popular,danceability,0.596
405,Adele,Make You Feel My Love,19,2008-01-27,84,75,"['british soul', 'pop', 'pop soul', 'uk pop']",10,-10.636,1,0.0326,0.907,0.000383,0.105,65.18,audio_features,273QnyCvJB65rScHJ1nPZb,spotify:track:273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/tracks/273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/audio-analysis/273QnyCvJB65rScHJ1nPZb,212040,3,0,1,1,1,2008,2000s,all_popular,danceability,0.317
406,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,Spotify Singles,2019-04-24,74,67,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",10,-7.18,1,0.103,0.238,0.0,0.0598,87.998,audio_features,2JtSnwYNKOphDrshYL8n4p,spotify:track:2JtSnwYNKOphDrshYL8n4p,https://api.spotify.com/v1/tracks/2JtSnwYNKOphDrshYL8n4p,https://api.spotify.com/v1/audio-analysis/2JtSnwYNKOphDrshYL8n4p,219960,4,0,1,1,1,2019,2020s,all_popular,danceability,0.524
407,Kacey Musgraves,Rainbow,Golden Hour,2018-03-30,69,70,"['contemporary country', 'country dawn', 'pop', 'texas country']",3,-7.697,1,0.0329,0.88,0.0,0.107,130.367,audio_features,79qxwHypONUt3AFq0WPpT9,spotify:track:79qxwHypONUt3AFq0WPpT9,https://api.spotify.com/v1/tracks/79qxwHypONUt3AFq0WPpT9,https://api.spotify.com/v1/audio-analysis/79qxwHypONUt3AFq0WPpT9,214293,4,0,1,1,1,2018,2010s,all_popular,danceability,0.581
408,Ella Henderson,Ghost,Chapter One (Deluxe Version),2014-10-13,75,63,"['dance pop', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']",9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,104.975,audio_features,4XPWKmy05Rcff6TLHNoNF8,spotify:track:4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/tracks/4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/audio-analysis/4XPWKmy05Rcff6TLHNoNF8,213213,4,0,1,0,1,2014,2010s,all_popular,danceability,0.68
409,Sara Bareilles,Love Song,Little Voice,2007-07-03,65,73,"['acoustic pop', 'dance pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']",2,-3.142,0,0.0301,0.0208,0.0,0.188,123.055,audio_features,4E6cwWJWZw2zWf7VFbH7wf,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/tracks/4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/audio-analysis/4E6cwWJWZw2zWf7VFbH7wf,258827,4,0,1,0,1,2007,2000s,all_popular,danceability,0.583
410,Coldplay,Fix You,X&Y,2005-06-07,86,82,"['permanent wave', 'pop']",3,-8.74,1,0.0338,0.164,0.00196,0.113,138.178,audio_features,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4,0,1,1,1,2005,2000s,all_popular,danceability,0.209
411,Five For Fighting,Superman (It's Not Easy),America Town,2000-09-26,59,71,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",0,-9.303,1,0.0302,0.0733,0.0,0.0719,102.089,audio_features,3TwtrR1yNLY1PMPsrGQpOp,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/tracks/3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/audio-analysis/3TwtrR1yNLY1PMPsrGQpOp,221693,4,0,1,1,1,2000,2000s,all_popular,danceability,0.382
412,Rag'n'Bone Man,Anywhere Away from Here (Rag’n’Bone Man & P!nk),Life By Misadventure,2021-05-07,67,68,['neo soul'],11,-10.465,1,0.0345,0.656,0.0,0.116,130.571,audio_features,5gjATWO1EIhrCP1CQ2GWg8,spotify:track:5gjATWO1EIhrCP1CQ2GWg8,https://api.spotify.com/v1/tracks/5gjATWO1EIhrCP1CQ2GWg8,https://api.spotify.com/v1/audio-analysis/5gjATWO1EIhrCP1CQ2GWg8,238640,4,0,1,1,1,2021,2020s,all_popular,danceability,0.395
413,Alicia Keys,Underdog,ALICIA,2020-12-18,77,67,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0,-4.74,0,0.0458,0.542,0.0,0.137,90.105,audio_features,7FsAFw1oZeTJUZmIzSh0cg,spotify:track:7FsAFw1oZeTJUZmIzSh0cg,https://api.spotify.com/v1/tracks/7FsAFw1oZeTJUZmIzSh0cg,https://api.spotify.com/v1/audio-analysis/7FsAFw1oZeTJUZmIzSh0cg,204400,4,0,1,1,1,2020,2020s,all_popular,danceability,0.657
414,Tom Odell,Another Love,Long Way Down (Deluxe),2013-06-24,74,89,"['chill pop', 'pop']",4,-8.532,0,0.04,0.695,1.65e-05,0.0944,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360,4,0,1,1,1,2013,2010s,all_popular,danceability,0.445
415,Labrinth,Jealous,Jealous - EP,2014-11-23,78,76,"['indie poptimism', 'pop']",1,-8.95,1,0.0479,0.874,0.0,0.107,116.76,audio_features,4G92yYrUs0cvY7G41YRI0z,spotify:track:4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/tracks/4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/audio-analysis/4G92yYrUs0cvY7G41YRI0z,287693,3,0,1,1,1,2014,2010s,all_popular,danceability,0.439
416,John Legend,Wild (feat. Gary Clark Jr.),Bigger Love,2020-06-19,75,70,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",8,-6.201,1,0.0431,0.036,0.0,0.176,63.392,audio_features,4rVW6XqAsSaf5vOwc8FREW,spotify:track:4rVW6XqAsSaf5vOwc8FREW,https://api.spotify.com/v1/tracks/4rVW6XqAsSaf5vOwc8FREW,https://api.spotify.com/v1/audio-analysis/4rVW6XqAsSaf5vOwc8FREW,196907,4,0,1,1,1,2020,2020s,all_popular,danceability,0.557
417,Gotye,Somebody That I Used To Know,Making Mirrors,2011-01-01,67,80,['australian pop'],0,-6.932,1,0.0371,0.548,0.000115,0.0989,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/tracks/1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/audio-analysis/1qDrWA6lyx8cLECdZE7TV7,244885,4,0,0,1,1,2011,2010s,all_popular,danceability,0.865
418,Snow Patrol,Chasing Cars,Eyes Open,2006-01-01,67,72,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock']",9,-4.53,1,0.0274,0.199,6.47e-05,0.132,104.011,audio_features,5hnyJvgoWiQUYZttV4wXy6,spotify:track:5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/tracks/5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/audio-analysis/5hnyJvgoWiQUYZttV4wXy6,267960,4,0,1,1,1,2006,2000s,all_popular,danceability,0.56
419,fun.,Some Nights,Some Nights,2012-02-14,66,71,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,107.938,audio_features,67WTwafOMgegV6ABnBQxcE,spotify:track:67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/tracks/67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/audio-analysis/67WTwafOMgegV6ABnBQxcE,277040,4,0,1,1,1,2012,2010s,all_popular,danceability,0.672
420,Old Dominion,One Man Band,Old Dominion,2019-10-25,69,75,"['contemporary country', 'country', 'country road']",6,-8.331,1,0.0347,0.677,0.0,0.107,75.991,audio_features,7cA3PnUQDlUyBBwpRozQeo,spotify:track:7cA3PnUQDlUyBBwpRozQeo,https://api.spotify.com/v1/tracks/7cA3PnUQDlUyBBwpRozQeo,https://api.spotify.com/v1/audio-analysis/7cA3PnUQDlUyBBwpRozQeo,186240,4,0,0,1,1,2019,2020s,all_popular,danceability,0.706
421,Coldplay,The Scientist,A Rush of Blood to the Head,2002-08-08,86,84,"['permanent wave', 'pop']",5,-7.224,1,0.0243,0.731,1.46e-05,0.11,146.277,audio_features,75JFxkI2RXiU7L9VXzMkle,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4,0,1,1,1,2002,2000s,all_popular,danceability,0.557
422,Phillip Phillips,Home,The World From The Side Of The Moon,2012-01-01,62,59,"['folk-pop', 'neo mellow', 'pop rock']",0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,121.04,audio_features,1J6bub4kiTe4h0RCo9IszE,spotify:track:1J6bub4kiTe4h0RCo9IszE,https://api.spotify.com/v1/tracks/1J6bub4kiTe4h0RCo9IszE,https://api.spotify.com/v1/audio-analysis/1J6bub4kiTe4h0RCo9IszE,210173,4,0,1,0,1,2012,2010s,all_popular,danceability,0.606
423,Alicia Keys,If I Ain't Got You,The Diary Of Alicia Keys,2003-12-02,77,79,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",7,-9.129,1,0.106,0.603,6.86e-06,0.104,118.402,audio_features,3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3,0,1,1,1,2003,2000s,all_popular,danceability,0.609
424,Alessia Cara,Out Of Love,The Pains Of Growing,2018-11-30,74,73,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",7,-9.249,1,0.0339,0.8,0.0,0.249,117.64,audio_features,4WzhjxvLP95y7AMDy0Atwb,spotify:track:4WzhjxvLP95y7AMDy0Atwb,https://api.spotify.com/v1/tracks/4WzhjxvLP95y7AMDy0Atwb,https://api.spotify.com/v1/audio-analysis/4WzhjxvLP95y7AMDy0Atwb,227693,3,0,1,1,1,2018,2010s,all_popular,danceability,0.481
425,Taylor Swift,willow,evermore,2020-12-11,93,77,['pop'],7,-9.195,1,0.17,0.833,0.00179,0.145,81.112,audio_features,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f,214707,4,0,1,1,1,2020,2020s,all_popular,danceability,0.392
426,The Script,Breakeven,The Script,2008-09-08,72,69,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'uk pop']",10,-4.504,1,0.0244,0.174,0.0,0.0789,94.003,audio_features,38xWaVFKaxZlMFvzNff2aW,spotify:track:38xWaVFKaxZlMFvzNff2aW,https://api.spotify.com/v1/tracks/38xWaVFKaxZlMFvzNff2aW,https://api.spotify.com/v1/audio-analysis/38xWaVFKaxZlMFvzNff2aW,261427,4,0,1,1,1,2008,2000s,all_popular,danceability,0.627
427,Sia,Chandelier,1000 Forms Of Fear (Deluxe Version),2015-05-04,82,70,"['australian dance', 'australian pop', 'pop']",1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,117.089,audio_features,2s1sdSqGcKxpPr5lCl7jAV,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,216120,5,0,1,0,1,2015,2010s,all_popular,danceability,0.399
428,Sara Bareilles,Brave,The Blessed Unrest,2013-07-16,65,71,"['acoustic pop', 'dance pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']",10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,185.063,audio_features,6Uy6K3KdmUdAfelUp0SeXn,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/audio-analysis/6Uy6K3KdmUdAfelUp0SeXn,220573,4,0,1,0,1,2013,2010s,all_popular,danceability,0.551
429,Vance Joy,Riptide,Dream Your Life Away (Special Edition),2014-09-09,75,80,"['folk-pop', 'pop', 'pop rock']",1,-6.694,1,0.0379,0.431,0.0,0.151,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280,4,0,1,1,1,2014,2010s,all_popular,danceability,0.484
430,Adele,Hello,25,2015-11-20,84,74,"['british soul', 'pop', 'pop soul', 'uk pop']",5,-6.134,0,0.0305,0.33,0.0,0.0854,78.991,audio_features,1Yk0cQdMLx5RzzFTYwmuld,spotify:track:1Yk0cQdMLx5RzzFTYwmuld,https://api.spotify.com/v1/tracks/1Yk0cQdMLx5RzzFTYwmuld,https://api.spotify.com/v1/audio-analysis/1Yk0cQdMLx5RzzFTYwmuld,295502,4,0,1,1,1,2015,2010s,all_popular,danceability,0.578
431,Coldplay,Yellow,Parachutes,2000-07-10,86,87,"['permanent wave', 'pop']",11,-7.227,1,0.0281,0.00239,0.000121,0.234,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4,0,1,1,1,2000,2000s,all_popular,danceability,0.429
432,Niall Horan,Put A Little Love On Me,Heartbreak Weather,2020-03-13,75,70,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",10,-4.908,1,0.0262,0.674,0.0,0.105,95.972,audio_features,7LyBwug9tJgbaEzRCqtY78,spotify:track:7LyBwug9tJgbaEzRCqtY78,https://api.spotify.com/v1/tracks/7LyBwug9tJgbaEzRCqtY78,https://api.spotify.com/v1/audio-analysis/7LyBwug9tJgbaEzRCqtY78,224586,4,0,1,1,1,2020,2020s,all_popular,danceability,0.589
433,P!nk,Cover Me In Sunshine,Cover Me In Sunshine,2021-02-12,79,76,"['dance pop', 'pop']",5,-6.879,1,0.135,0.0599,0.0,0.0785,159.702,audio_features,6Tio0ZoDeSQnI7EBAqWer2,spotify:track:6Tio0ZoDeSQnI7EBAqWer2,https://api.spotify.com/v1/tracks/6Tio0ZoDeSQnI7EBAqWer2,https://api.spotify.com/v1/audio-analysis/6Tio0ZoDeSQnI7EBAqWer2,141050,4,0,1,1,1,2021,2020s,all_popular,danceability,0.476
434,Rihanna,Stay - Album Version (Edited),Unapologetic (Deluxe),2012-12-10,87,64,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",9,-10.164,0,0.0283,0.945,6.12e-05,0.117,111.893,audio_features,4zzzZ1UNfr75ASG1lUE9L1,spotify:track:4zzzZ1UNfr75ASG1lUE9L1,https://api.spotify.com/v1/tracks/4zzzZ1UNfr75ASG1lUE9L1,https://api.spotify.com/v1/audio-analysis/4zzzZ1UNfr75ASG1lUE9L1,240707,4,0,1,1,1,2012,2010s,all_popular,danceability,0.621
435,Giveon,For Tonight,For Tonight,2021-09-24,80,75,"['pop', 'r&b']",9,-7.807,1,0.0548,0.0699,0.0,0.114,79.867,audio_features,61Emqg95O9zo1GNOcyxq4Y,spotify:track:61Emqg95O9zo1GNOcyxq4Y,https://api.spotify.com/v1/tracks/61Emqg95O9zo1GNOcyxq4Y,https://api.spotify.com/v1/audio-analysis/61Emqg95O9zo1GNOcyxq4Y,193822,4,0,1,1,1,2021,2020s,all_popular,danceability,0.442
436,Harry Styles,Sign of the Times,Harry Styles,2017-05-12,92,84,['pop'],5,-4.63,1,0.0313,0.0275,0.0,0.109,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4,0,1,1,1,2017,2010s,all_popular,danceability,0.516
437,Maren Morris,The Bones,GIRL,2019-03-08,72,75,"['contemporary country', 'country', 'texas country']",11,-6.642,0,0.0347,0.278,0.0,0.0963,77.004,audio_features,7yFhA2fUsL2oIMWlw5DaHQ,spotify:track:7yFhA2fUsL2oIMWlw5DaHQ,https://api.spotify.com/v1/tracks/7yFhA2fUsL2oIMWlw5DaHQ,https://api.spotify.com/v1/audio-analysis/7yFhA2fUsL2oIMWlw5DaHQ,197293,4,0,1,1,1,2019,2020s,all_popular,danceability,0.612
438,The Calling,Wherever You Will Go,Camino Palmero,2001,60,74,"['neo mellow', 'pop rock']",2,-5.113,1,0.0267,0.0367,0.0,0.115,112.027,audio_features,5QpaGzWp0hwB5faV8dkbAz,spotify:track:5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/audio-analysis/5QpaGzWp0hwB5faV8dkbAz,208600,4,0,1,1,1,2001,2000s,all_popular,danceability,0.558
439,Clean Bandit,I Miss You (feat. Julia Michaels),What Is Love? (Deluxe Edition),2018-11-30,75,71,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky', 'uk pop']",0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,105.002,audio_features,0Ult84lvFuqNvbyXwyRQ58,spotify:track:0Ult84lvFuqNvbyXwyRQ58,https://api.spotify.com/v1/tracks/0Ult84lvFuqNvbyXwyRQ58,https://api.spotify.com/v1/audio-analysis/0Ult84lvFuqNvbyXwyRQ58,205987,4,0,1,1,1,2018,2010s,all_popular,danceability,0.693
440,Christina Perri,Jar of Hearts,lovestrong.,2011-05-10,70,73,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",3,-6.142,1,0.0316,0.726,0.0,0.12,74.541,audio_features,0HZhYMZOcUzZKSFwPOti6m,spotify:track:0HZhYMZOcUzZKSFwPOti6m,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m,https://api.spotify.com/v1/audio-analysis/0HZhYMZOcUzZKSFwPOti6m,246587,4,0,1,1,1,2011,2010s,all_popular,danceability,0.349
441,Rihanna,Love On The Brain,ANTI (Deluxe),2016-01-28,87,82,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,172.006,audio_features,5oO3drDxtziYU2H1X23ZIp,spotify:track:5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp,224000,3,0,1,1,1,2016,2010s,all_popular,danceability,0.509
442,Keith Urban,One Too Many,One Too Many,2020-09-16,70,70,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",4,-6.504,1,0.068,0.247,0.0,0.569,82.959,audio_features,5NUXE8W12lWcUXgJRCjeEw,spotify:track:5NUXE8W12lWcUXgJRCjeEw,https://api.spotify.com/v1/tracks/5NUXE8W12lWcUXgJRCjeEw,https://api.spotify.com/v1/audio-analysis/5NUXE8W12lWcUXgJRCjeEw,203893,4,0,1,1,1,2020,2020s,all_popular,danceability,0.697
443,Sheppard,Geronimo,Bombs Away,2015-01-12,62,70,"['australian indie', 'australian pop', 'dance pop', 'folk-pop', 'pop', 'pop rock', 'tropical house']",7,-6.267,1,0.0805,0.456,0.00152,0.115,142.028,audio_features,0qt5f5EL92o8Snzopsv0en,spotify:track:0qt5f5EL92o8Snzopsv0en,https://api.spotify.com/v1/tracks/0qt5f5EL92o8Snzopsv0en,https://api.spotify.com/v1/audio-analysis/0qt5f5EL92o8Snzopsv0en,218228,4,0,0,1,1,2015,2010s,all_popular,danceability,0.705
444,Sam Smith,Stay With Me,In The Lonely Hour,2014-05-26,81,81,"['dance pop', 'pop', 'uk pop']",0,-6.444,1,0.0414,0.588,6.39e-05,0.11,84.094,audio_features,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,172724,4,0,1,1,1,2014,2010s,all_popular,danceability,0.418
445,Andy Grammer,Damn It Feels Good To Be Me,Damn It Feels Good To Be Me,2021-09-08,70,64,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock']",0,-5.09,1,0.0384,0.0663,0.0,0.462,120.031,audio_features,3LymIBUSWRoxxm7W5UQlXl,spotify:track:3LymIBUSWRoxxm7W5UQlXl,https://api.spotify.com/v1/tracks/3LymIBUSWRoxxm7W5UQlXl,https://api.spotify.com/v1/audio-analysis/3LymIBUSWRoxxm7W5UQlXl,138307,4,0,0,1,1,2021,2020s,all_popular,danceability,0.706
446,Beyoncé,Irreplaceable,B'Day,2006-09-04,88,64,"['dance pop', 'pop', 'r&b']",10,-4.192,1,0.326,0.0286,1.15e-06,0.167,175.906,audio_features,1G7DcLzPnopdZjLkev0K4e,spotify:track:1G7DcLzPnopdZjLkev0K4e,https://api.spotify.com/v1/tracks/1G7DcLzPnopdZjLkev0K4e,https://api.spotify.com/v1/audio-analysis/1G7DcLzPnopdZjLkev0K4e,227667,4,0,1,1,1,2006,2000s,all_popular,danceability,0.576
447,Colbie Caillat,Bubbly,Coco,2007-01-01,67,72,"['acoustic pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",9,-6.684,1,0.036,0.594,0.0,0.115,127.866,audio_features,1lkvpmrCaXK8QtliFDcHBO,spotify:track:1lkvpmrCaXK8QtliFDcHBO,https://api.spotify.com/v1/tracks/1lkvpmrCaXK8QtliFDcHBO,https://api.spotify.com/v1/audio-analysis/1lkvpmrCaXK8QtliFDcHBO,196227,4,0,1,1,1,2007,2000s,all_popular,danceability,0.688
448,Harry Styles,Sweet Creature,Harry Styles,2017-05-12,92,77,['pop'],7,-8.541,1,0.0276,0.746,0.0,0.068,104.085,audio_features,5kRPPEWFJIMox5qIkQkiz5,spotify:track:5kRPPEWFJIMox5qIkQkiz5,https://api.spotify.com/v1/tracks/5kRPPEWFJIMox5qIkQkiz5,https://api.spotify.com/v1/audio-analysis/5kRPPEWFJIMox5qIkQkiz5,224867,4,0,1,1,1,2017,2010s,all_popular,danceability,0.427
449,Hozier,Take Me To Church,Hozier,2014-07-20,76,82,"['irish singer-songwriter', 'pop']",4,-5.303,0,0.0464,0.634,0.0,0.116,128.945,audio_features,3dYD57lRAUcMHufyqn9GcI,spotify:track:3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4,0,1,1,1,2014,2010s,all_popular,danceability,0.566
