,artist_name,track_name,album_name,release_date,artist_popularity,track_popularity,artist_genres,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hit,Dance_miss,Energy_miss,Valence_miss,decade_maker,decades,Spain,variable,value
0,Chayanne,Salomé,Atado A Tu Amor,1998-09-29,70,58,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",11,-6.185,0,0.155,0.00335,0.000103,0.0551,128.004,audio_features,4dtlsMh8wam865qaU4WEnM,spotify:track:4dtlsMh8wam865qaU4WEnM,https://api.spotify.com/v1/tracks/4dtlsMh8wam865qaU4WEnM,https://api.spotify.com/v1/audio-analysis/4dtlsMh8wam865qaU4WEnM,253133,4,0,0,0,1,1998,1990s,spain,danceability,0.773
1,Carlos Vives,La Bicicleta,VIVES,2017-11-10,74,73,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",0,-3.959,1,0.134,0.21,1.45e-06,0.333,179.991,audio_features,0Gx4VrHzS7pZOEAGrmXXBH,spotify:track:0Gx4VrHzS7pZOEAGrmXXBH,https://api.spotify.com/v1/tracks/0Gx4VrHzS7pZOEAGrmXXBH,https://api.spotify.com/v1/audio-analysis/0Gx4VrHzS7pZOEAGrmXXBH,229510,4,1,0,0,0,2017,2010s,spain,danceability,0.745
2,Lorna,Papi Chulo... Te Traigo El Mmmm - Radio Version,Papi Chulo... Te Traigo El Mmmm,2003-05-10,46,57,"['latin', 'perreo', 'reggaeton']",1,-8.4,1,0.103,0.00461,6.16e-06,0.292,109.984,audio_features,6PRv5QDR843SgVpk4IqEit,spotify:track:6PRv5QDR843SgVpk4IqEit,https://api.spotify.com/v1/tracks/6PRv5QDR843SgVpk4IqEit,https://api.spotify.com/v1/audio-analysis/6PRv5QDR843SgVpk4IqEit,180467,4,0,0,0,1,2003,2000s,spain,danceability,0.851
3,Shakira,La Tortura (feat. Alejandro Sanz),"Fijación Oral, Vol. 1",2005-06-03,85,74,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",0,-5.367,1,0.0427,0.0297,0.000308,0.123,100.011,audio_features,5BSclXJTa9B0iURhUjZo50,spotify:track:5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/tracks/5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/audio-analysis/5BSclXJTa9B0iURhUjZo50,212893,4,0,0,1,0,2005,2000s,spain,danceability,0.74
4,Elvis Crespo,Suavemente,Suavemente,1998-02-27,64,65,"['latin', 'latin pop', 'tropical']",8,-3.18,1,0.071,0.234,0.00162,0.0476,124.052,audio_features,7JIjUx3GsL0upxmNJacmtz,spotify:track:7JIjUx3GsL0upxmNJacmtz,https://api.spotify.com/v1/tracks/7JIjUx3GsL0upxmNJacmtz,https://api.spotify.com/v1/audio-analysis/7JIjUx3GsL0upxmNJacmtz,267160,4,1,0,0,0,1998,1990s,spain,danceability,0.814
5,Lorca,Ritmo De La Noche - Radio Version,Ritmo De La Noche,1990-05-04,25,43,[],2,-12.877,1,0.0417,0.0337,4.7e-05,0.253,122.489,audio_features,3iJtnOzdEmkVLgaPUPT4b8,spotify:track:3iJtnOzdEmkVLgaPUPT4b8,https://api.spotify.com/v1/tracks/3iJtnOzdEmkVLgaPUPT4b8,https://api.spotify.com/v1/audio-analysis/3iJtnOzdEmkVLgaPUPT4b8,228333,4,0,1,0,0,1990,1990s,spain,danceability,0.585
6,Sonia Y Selena,Yo Quiero Bailar,Yo Quiero Bailar,2001-01-01,40,56,['spanish pop'],11,-5.982,1,0.0828,0.161,0.000166,0.316,133.952,audio_features,4rFCPjKfgbEeNvs1Ku4nbd,spotify:track:4rFCPjKfgbEeNvs1Ku4nbd,https://api.spotify.com/v1/tracks/4rFCPjKfgbEeNvs1Ku4nbd,https://api.spotify.com/v1/audio-analysis/4rFCPjKfgbEeNvs1Ku4nbd,213067,4,0,1,0,0,2001,2000s,spain,danceability,0.628
7,Luis Fonsi,Despacito,VIDA,2019-02-01,75,80,"['latin', 'latin pop', 'puerto rican pop']",2,-4.787,1,0.153,0.198,0.0,0.067,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,0,1,0,0,2019,2020s,spain,danceability,0.655
8,Los Del Rio,Macarena,Hits Of The 90s,2002-05-24,56,62,['tropical'],8,-7.16,0,0.0576,0.199,0.0,0.0704,103.186,audio_features,6mhw2fEPH4fMF0wolNm96e,spotify:track:6mhw2fEPH4fMF0wolNm96e,https://api.spotify.com/v1/tracks/6mhw2fEPH4fMF0wolNm96e,https://api.spotify.com/v1/audio-analysis/6mhw2fEPH4fMF0wolNm96e,222627,4,1,0,0,0,2002,2000s,spain,danceability,0.739
9,King Africa,La Bomba,La Bomba,2009,46,63,[],1,-5.18,1,0.187,0.0852,0.0,0.16,99.998,audio_features,5UmGJS0jd1r52OjnNvVHvU,spotify:track:5UmGJS0jd1r52OjnNvVHvU,https://api.spotify.com/v1/tracks/5UmGJS0jd1r52OjnNvVHvU,https://api.spotify.com/v1/audio-analysis/5UmGJS0jd1r52OjnNvVHvU,199107,4,1,0,0,0,2009,2010s,spain,danceability,0.895
10,Proyecto Uno,Tiburon,El Poder de la Música,1998-08-25,54,56,"['latin', 'latin house', 'tropical']",0,-9.403,1,0.0474,0.198,5.3e-05,0.0502,130.155,audio_features,26T9IOS6Bi9iOUjKkcZsZo,spotify:track:26T9IOS6Bi9iOUjKkcZsZo,https://api.spotify.com/v1/tracks/26T9IOS6Bi9iOUjKkcZsZo,https://api.spotify.com/v1/audio-analysis/26T9IOS6Bi9iOUjKkcZsZo,302333,4,1,0,0,0,1998,1990s,spain,danceability,0.868
11,Carlos Baute,Colgando en tus manos (con Marta Sánchez),De mi puño y letra - Edicion Coleccionista,2009,63,77,"['latin', 'latin pop', 'spanish pop']",6,-4.803,1,0.0367,0.535,0.0,0.129,120.025,audio_features,3UI9I3e1g1y5T3SMfdgfGO,spotify:track:3UI9I3e1g1y5T3SMfdgfGO,https://api.spotify.com/v1/tracks/3UI9I3e1g1y5T3SMfdgfGO,https://api.spotify.com/v1/audio-analysis/3UI9I3e1g1y5T3SMfdgfGO,230280,4,0,0,1,0,2009,2010s,spain,danceability,0.836
12,Gente De Zona,La Gozadera (feat. Marc Anthony),Visualízate,2016-04-22,70,74,"['cubaton', 'latin', 'latin hip hop', 'latin pop']",9,-1.698,0,0.0483,0.166,0.0,0.172,95.036,audio_features,0OMRAvrtLWE2TvcXorRiB9,spotify:track:0OMRAvrtLWE2TvcXorRiB9,https://api.spotify.com/v1/tracks/0OMRAvrtLWE2TvcXorRiB9,https://api.spotify.com/v1/audio-analysis/0OMRAvrtLWE2TvcXorRiB9,203160,4,0,1,0,0,2016,2010s,spain,danceability,0.616
13,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2010-05-07,85,80,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",11,-6.381,0,0.143,0.00627,0.0,0.0764,126.988,audio_features,2Cd9iWfcOpGDHLz6tVA3G4,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/tracks/2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/audio-analysis/2Cd9iWfcOpGDHLz6tVA3G4,202627,4,0,0,0,1,2010,2010s,spain,danceability,0.766
14,Los Cantantes,El Venao,El Virao,1995-07-07,48,58,['tropical'],11,-11.386,1,0.0684,0.213,0.000905,0.0501,131.55,audio_features,66y4liRr8Orq45N0I6VRAP,spotify:track:66y4liRr8Orq45N0I6VRAP,https://api.spotify.com/v1/tracks/66y4liRr8Orq45N0I6VRAP,https://api.spotify.com/v1/audio-analysis/66y4liRr8Orq45N0I6VRAP,292800,4,1,0,0,0,1995,1990s,spain,danceability,0.841
15,Las Ketchup,The Ketchup Song (Aserejé) - Spanish Version,Aserejé (The Ketchup Song),2018-04-13,52,61,[],1,-5.642,1,0.115,0.00842,6.41e-05,0.123,184.976,audio_features,6NG2IIXZfC5Notpz0GIODU,spotify:track:6NG2IIXZfC5Notpz0GIODU,https://api.spotify.com/v1/tracks/6NG2IIXZfC5Notpz0GIODU,https://api.spotify.com/v1/audio-analysis/6NG2IIXZfC5Notpz0GIODU,213000,4,0,1,0,0,2018,2010s,spain,danceability,0.602
16,Enrique Iglesias,Bailando - Spanish Version,SEX AND LOVE,2014-01-01,76,41,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",7,-3.519,1,0.105,0.0467,3.65e-06,0.0399,90.949,audio_features,0OozoN53XvHPASSHHkPGhR,spotify:track:0OozoN53XvHPASSHHkPGhR,https://api.spotify.com/v1/tracks/0OozoN53XvHPASSHHkPGhR,https://api.spotify.com/v1/audio-analysis/0OozoN53XvHPASSHHkPGhR,243387,4,1,0,0,0,2014,2010s,spain,danceability,0.718
17,Don Omar,Danza Kuduro,Meet The Orphans,2010-01-01,79,75,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino']",0,-4.897,1,0.115,0.078,0.0,0.065,130.04,audio_features,6DXLO8LndZMVOHM0wNbpzg,spotify:track:6DXLO8LndZMVOHM0wNbpzg,https://api.spotify.com/v1/tracks/6DXLO8LndZMVOHM0wNbpzg,https://api.spotify.com/v1/audio-analysis/6DXLO8LndZMVOHM0wNbpzg,198787,4,0,1,0,0,2010,2010s,spain,danceability,0.699
18,O-Zone,Dragostea din tei,DiscO-Zone,2004-02-23,57,67,"['bubblegum dance', 'eurodance', 'europop', 'moldovan pop']",0,-3.933,1,0.0424,0.18,0.0,0.0611,130.099,audio_features,52Zr0sinhWTCRrQhRRY4EP,spotify:track:52Zr0sinhWTCRrQhRRY4EP,https://api.spotify.com/v1/tracks/52Zr0sinhWTCRrQhRRY4EP,https://api.spotify.com/v1/audio-analysis/52Zr0sinhWTCRrQhRRY4EP,215387,4,0,0,0,1,2004,2000s,spain,danceability,0.802
19,The Refrescos,Aquí No Hay Playa,The Refrescos,1989-01-01,39,57,['spanish new wave'],9,-8.121,1,0.0385,0.277,0.00175,0.144,168.178,audio_features,4PRJD9T23GQKQYKhJQcGGY,spotify:track:4PRJD9T23GQKQYKhJQcGGY,https://api.spotify.com/v1/tracks/4PRJD9T23GQKQYKhJQcGGY,https://api.spotify.com/v1/audio-analysis/4PRJD9T23GQKQYKhJQcGGY,217627,4,0,1,0,0,1989,1990s,spain,danceability,0.583
20,Jennifer Lopez,El Anillo,El Anillo,2018-04-26,75,59,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",2,-4.11,0,0.18,0.0248,0.0,0.0861,130.056,audio_features,2SpfMQ5TuKsMj1trNwrLVA,spotify:track:2SpfMQ5TuKsMj1trNwrLVA,https://api.spotify.com/v1/tracks/2SpfMQ5TuKsMj1trNwrLVA,https://api.spotify.com/v1/audio-analysis/2SpfMQ5TuKsMj1trNwrLVA,176816,4,0,0,1,1,2018,2010s,spain,danceability,0.87
21,Michel Teló,Ai Se Eu Te Pego,Só Sucesso 40+,2019-08-01,57,60,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",11,-6.964,1,0.0665,0.096,0.0,0.971,96.02,audio_features,0INaMqjJJe1BZpnWuCxDzt,spotify:track:0INaMqjJJe1BZpnWuCxDzt,https://api.spotify.com/v1/tracks/0INaMqjJJe1BZpnWuCxDzt,https://api.spotify.com/v1/audio-analysis/0INaMqjJJe1BZpnWuCxDzt,170893,4,0,1,0,1,2019,2020s,spain,danceability,0.651
22,Banda Blanca,Sopa de Caracol,Lo Mejor de Banda Blanca - 16 Exitos,1993-03-23,46,62,"['musica hondurena', 'punta', 'punta rock', 'tropical']",3,-14.621,1,0.0769,0.308,1.03e-05,0.312,124.283,audio_features,4V8uHuLaBRxQ02H4YNCOO7,spotify:track:4V8uHuLaBRxQ02H4YNCOO7,https://api.spotify.com/v1/tracks/4V8uHuLaBRxQ02H4YNCOO7,https://api.spotify.com/v1/audio-analysis/4V8uHuLaBRxQ02H4YNCOO7,293907,4,0,0,1,0,1993,1990s,spain,danceability,0.927
23,Roberto Torres,El Tractor Amarillo,Roberto Torres con Charanga de la 4,1993,43,37,"['charanga', 'latin jazz', 'musica tradicional cubana', 'salsa']",9,-13.313,1,0.0364,0.0905,1.3e-05,0.179,146.065,audio_features,5AvJR9iKNGE5gYQYFk9Psa,spotify:track:5AvJR9iKNGE5gYQYFk9Psa,https://api.spotify.com/v1/tracks/5AvJR9iKNGE5gYQYFk9Psa,https://api.spotify.com/v1/audio-analysis/5AvJR9iKNGE5gYQYFk9Psa,403733,4,0,1,1,0,1993,1990s,spain,danceability,0.591
24,Tata Golosa,Micromania - Los Microfonos Remix,Micromania (Los Microfonos Remix),2018-06-22,22,21,[],7,-5.852,1,0.0453,0.0415,0.000115,0.0762,130.032,audio_features,6jZ3v0vZQ8dWcyhu3AmNtC,spotify:track:6jZ3v0vZQ8dWcyhu3AmNtC,https://api.spotify.com/v1/tracks/6jZ3v0vZQ8dWcyhu3AmNtC,https://api.spotify.com/v1/audio-analysis/6jZ3v0vZQ8dWcyhu3AmNtC,182769,4,0,0,1,1,2018,2010s,spain,danceability,0.791
25,No Me Pises Que Llevo Chanclas,El Canario,Perdonen Las Disculpas,1994-07-13,38,34,"['spanish new wave', 'spanish pop']",11,-6.862,1,0.12,0.714,0.0,0.0956,114.144,audio_features,483Mpgv3ri4eUD5mJvHnaI,spotify:track:483Mpgv3ri4eUD5mJvHnaI,https://api.spotify.com/v1/tracks/483Mpgv3ri4eUD5mJvHnaI,https://api.spotify.com/v1/audio-analysis/483Mpgv3ri4eUD5mJvHnaI,206000,4,0,1,0,1,1994,1990s,spain,danceability,0.632
26,La Batucada Murguera,Mueve tu cucu,Mueve tu cucu…,1998-01-01,15,32,[],7,-7.549,1,0.0416,0.194,0.00038,0.114,105.014,audio_features,4Ex4XxdVJA9zKaEdhnngVp,spotify:track:4Ex4XxdVJA9zKaEdhnngVp,https://api.spotify.com/v1/tracks/4Ex4XxdVJA9zKaEdhnngVp,https://api.spotify.com/v1/audio-analysis/4Ex4XxdVJA9zKaEdhnngVp,213000,4,1,0,0,0,1998,1990s,spain,danceability,0.854
27,El Koala,Opa Yo Viaze Un Corra,Rock Rustico De Lomo Ancho,2006,28,44,[],9,-6.149,1,0.0742,0.0265,0.0,0.0389,141.959,audio_features,29xwXTI483gmpvr6pKSag0,spotify:track:29xwXTI483gmpvr6pKSag0,https://api.spotify.com/v1/tracks/29xwXTI483gmpvr6pKSag0,https://api.spotify.com/v1/audio-analysis/29xwXTI483gmpvr6pKSag0,179867,4,0,1,1,0,2006,2000s,spain,danceability,0.664
28,Kate Ryan,Ella Elle L A,Free,2008-01-01,52,59,"['belgian pop', 'bubblegum dance', 'eurodance', 'europop']",4,-4.383,0,0.033,0.00283,4.98e-05,0.229,124.917,audio_features,2uWK6uBDfyg78xfiH1iiFP,spotify:track:2uWK6uBDfyg78xfiH1iiFP,https://api.spotify.com/v1/tracks/2uWK6uBDfyg78xfiH1iiFP,https://api.spotify.com/v1/audio-analysis/2uWK6uBDfyg78xfiH1iiFP,184693,4,0,1,0,1,2008,2000s,spain,danceability,0.56
29,Camila Cabello,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),2022-03-04,82,90,"['dance pop', 'pop', 'post-teen pop']",8,-6.377,1,0.0401,0.182,0.0,0.333,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4,0,0,1,0,2022,2020s,spain,danceability,0.756
30,ROSALÍA,DESPECHÁ,DESPECHÁ,2022-07-28,82,91,['r&b en espanol'],7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,130.037,audio_features,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018,4,0,0,1,1,2022,2020s,spain,danceability,0.919
31,Daddy Yankee,La Despedida,Mundial (Deluxe Version),2010-04-27,87,72,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2,-2.194,0,0.0497,0.0909,0.0546,0.0684,122.049,audio_features,33a2zTGZocgU9XVDDILHM3,spotify:track:33a2zTGZocgU9XVDDILHM3,https://api.spotify.com/v1/tracks/33a2zTGZocgU9XVDDILHM3,https://api.spotify.com/v1/audio-analysis/33a2zTGZocgU9XVDDILHM3,202827,4,1,0,0,0,2010,2010s,spain,danceability,0.745
32,Harry Styles,As It Was,As It Was,2022-03-31,92,97,['pop'],6,-5.338,0,0.0557,0.342,0.00101,0.311,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303,4,0,1,1,1,2022,2020s,all_popular,danceability,0.52
33,Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,Hounds of Love (2018 Remaster),1985-09-16,82,91,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",10,-11.903,0,0.0596,0.659,0.00266,0.0546,108.296,audio_features,29d0nY7TzCoi22XBqDQkiP,spotify:track:29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/tracks/29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/audio-analysis/29d0nY7TzCoi22XBqDQkiP,300840,4,0,1,1,1,1985,1990s,all_popular,danceability,0.625
34,ROSALÍA,DESPECHÁ,DESPECHÁ,2022-07-28,82,91,['r&b en espanol'],7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,130.037,audio_features,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018,4,0,0,1,1,2022,2020s,all_popular,danceability,0.919
35,Lizzo,About Damn Time,About Damn Time,2022-04-14,81,93,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",10,-6.305,0,0.0656,0.0995,0.0,0.335,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4,0,0,1,1,2022,2020s,all_popular,danceability,0.836
36,OneRepublic,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,83,93,"['dance pop', 'piano rock', 'pop', 'pop rock']",0,-5.927,1,0.0475,0.0826,0.000745,0.0546,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4,1,0,0,0,2022,2020s,all_popular,danceability,0.704
37,Post Malone,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,2022-06-03,89,92,"['dfw rap', 'melodic rap', 'rap']",5,-6.009,1,0.0751,0.121,0.0,0.121,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4,0,0,1,1,2022,2020s,all_popular,danceability,0.733
38,Beyoncé,BREAK MY SOUL,BREAK MY SOUL,2022-06-21,88,90,"['dance pop', 'pop', 'r&b']",1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,114.941,audio_features,2KukL7UlQ8TdvpaA7bY3ZJ,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/tracks/2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/audio-analysis/2KukL7UlQ8TdvpaA7bY3ZJ,278282,4,0,1,0,0,2022,2020s,all_popular,danceability,0.687
39,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,87,100,"['argentine hip hop', 'pop venezolano', 'trap argentino']",2,-5.548,1,0.044,0.0125,0.033,0.23,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4,0,1,1,1,2022,2020s,all_popular,danceability,0.621
40,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),2022-06-24,83,94,"['dance pop', 'pop', 'viral pop']",2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4,0,0,1,1,2022,2020s,all_popular,danceability,0.881
41,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-05-06,88,90,"['dance pop', 'pop']",8,-7.574,0,0.255,0.0777,3.23e-05,0.145,159.969,audio_features,0hquQWY3xvYqN4qtiquniF,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4,0,0,1,1,2022,2020s,all_popular,danceability,0.801
42,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby),2022-08-05,77,79,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4,-7.676,0,0.0797,0.068,0.0,0.283,129.953,audio_features,0g2Bbgy7P41pFjMWJuzsf4,spotify:track:0g2Bbgy7P41pFjMWJuzsf4,https://api.spotify.com/v1/tracks/0g2Bbgy7P41pFjMWJuzsf4,https://api.spotify.com/v1/audio-analysis/0g2Bbgy7P41pFjMWJuzsf4,178176,4,0,0,1,1,2022,2020s,all_popular,danceability,0.718
43,Harry Styles,Late Night Talking,Harry's House,2022-05-20,92,93,['pop'],10,-4.595,1,0.0468,0.298,0.0,0.106,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,0,0,1,0,2022,2020s,all_popular,danceability,0.714
44,Steve Lacy,Bad Habit,Bad Habit,2022-06-29,82,90,['afrofuturism'],1,-7.097,1,0.0357,0.626,7.51e-05,0.383,168.955,audio_features,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115,4,0,1,1,1,2022,2020s,all_popular,danceability,0.686
45,Nicky Youre,Sunroof,Sunroof,2021-12-03,73,91,[],10,-5.11,1,0.0401,0.352,0.0,0.15,131.443,audio_features,4h4QlmocP3IuwYEj2j14p8,spotify:track:4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/tracks/4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/audio-analysis/4h4QlmocP3IuwYEj2j14p8,163026,4,0,0,1,0,2021,2020s,all_popular,danceability,0.768
46,benny blanco,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),2022-08-05,73,83,"['electropop', 'pop', 'pop rap']",0,-3.296,1,0.0955,0.0185,0.0,0.264,120.048,audio_features,0xzI1KAr0Yd9tv8jlIk3sn,spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,https://api.spotify.com/v1/tracks/0xzI1KAr0Yd9tv8jlIk3sn,https://api.spotify.com/v1/audio-analysis/0xzI1KAr0Yd9tv8jlIk3sn,172714,4,1,0,0,0,2022,2020s,all_popular,danceability,0.762
47,Bad Bunny,Me Porto Bonito,Un Verano Sin Ti,2022-05-06,100,99,"['latin', 'reggaeton', 'trap latino']",1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4,0,0,1,1,2022,2020s,all_popular,danceability,0.911
48,Camila Cabello,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),2022-03-04,82,90,"['dance pop', 'pop', 'post-teen pop']",8,-6.377,1,0.0401,0.182,0.0,0.333,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4,0,0,1,0,2022,2020s,all_popular,danceability,0.756
49,Jack Harlow,First Class,First Class,2022-04-08,84,90,"['deep underground hip hop', 'kentucky hip hop', 'rap']",8,-6.135,1,0.102,0.0254,9.71e-06,0.113,106.998,audio_features,1rDQ4oMwGJI7B4tovsBOxc,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/tracks/1rDQ4oMwGJI7B4tovsBOxc,https://api.spotify.com/v1/audio-analysis/1rDQ4oMwGJI7B4tovsBOxc,173948,4,0,0,1,1,2022,2020s,all_popular,danceability,0.905
50,Central Cee,Doja,Doja,2022-07-21,78,90,['drill brasileiro'],6,-7.43,1,0.288,0.38,0.0,0.403,140.04,audio_features,3LtpKP5abr2qqjunvjlX5i,spotify:track:3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,97393,4,0,0,1,0,2022,2020s,all_popular,danceability,0.911
